depth,rhofirn
0.26202202,325.35004
0.4111996,336.69028
0.5575724,342.26053
0.7018871,346.71857
0.84508157,350.40793
0.9872762,353.75626
1.1290711,356.98688
1.267935,360.04898
1.5063338,364.77225
1.9436222,380.23096
2.0888445,395.47757
2.224135,401.65118
2.3574574,403.39258
2.481422,405.5833
2.6039631,408.40222
2.7264833,411.077
2.8478084,413.6629
2.9682028,416.1793
3.0876112,418.6793
3.2067094,421.27686
3.332185,425.4962
3.468076,433.4687
3.6033165,440.372
3.881156,448.2426
4.001116,453.92877
4.5874414,459.79547
4.697745,464.24063
4.805095,465.90958
4.912202,467.51233
5.019119,469.0938
5.126019,470.65933
5.2323895,472.21204
5.338001,473.75842
5.6828313,477.64758
5.804417,482.1307
6.3670726,487.9684
6.5688367,492.62067
6.7495446,495.3801
6.8550367,497.49747
6.955993,498.83472
7.0562277,500.0723
7.156186,501.2659
7.2558107,502.42322
7.3554063,503.54916
7.4556246,504.65417
7.554616,505.73645
7.6534767,506.7951
7.7529893,507.84485
7.851347,508.87997
7.949836,509.90048
8.08755,511.52856
8.226972,513.8779
8.346677,515.48267
8.445502,516.6221
8.808707,519.3863
8.905049,522.03345
9.000891,522.99756
9.096457,523.9394
9.191716,524.8565
9.288067,525.75757
9.383065,526.64453
9.706478,528.81665
9.802727,530.99945
10.178458,533.12946
10.442258,536.0951
11.102133,540.3123
11.468157,544.6309
12.108969,549.1145
13.092353,555.63916
13.571769,561.21185
14.405193,566.39233
15.633877,574.01154
18.456728,586.9961
19.226154,597.38574
23.057598,608.8829
27.599638,635.10284
32.124863,637.7185
33.04159,654.39636
40.875793,678.63434
46.064236,687.8432
50.509403,709.54706
54.115147,712.41003
58.381084,723.3808
62.341717,744.6796
65.69651,745.0421
69.04923,745.503
72.41376,806.35614
77.842896,819.9536
81.79234,820.9053
85.78903,870.04114
89.13527,849.6471
92.48122,849.7213
97.295456,856.6214
102.39395,864.2104
105.117035,849.4454
107.83149,879.9896
110.74718,845.7585
113.57485,900.0
116.54204,884.8582
119.61126,882.2582
